Entity,Code,Date,Total confirmed deaths due to COVID-19 (deaths)
Democratic Republic of Congo,COD,"Apr 9, 2020",20
Democratic Republic of Congo,COD,"Apr 10, 2020",20
Democratic Republic of Congo,COD,"Apr 11, 2020",20
Democratic Republic of Congo,COD,"Apr 12, 2020",20
Democratic Republic of Congo,COD,"Apr 13, 2020",20
Democratic Republic of Congo,COD,"Apr 14, 2020",20
Democratic Republic of Congo,COD,"Apr 15, 2020",21
Democratic Republic of Congo,COD,"Apr 16, 2020",22
Democratic Republic of Congo,COD,"Apr 17, 2020",23
Democratic Republic of Congo,COD,"Apr 18, 2020",25
Democratic Republic of Congo,COD,"Apr 19, 2020",25
Democratic Republic of Congo,COD,"Apr 20, 2020",25
Democratic Republic of Congo,COD,"Apr 21, 2020",25
Democratic Republic of Congo,COD,"Apr 22, 2020",25
Democratic Republic of Congo,COD,"Apr 23, 2020",25
Democratic Republic of Congo,COD,"Apr 24, 2020",25
Democratic Republic of Congo,COD,"Apr 25, 2020",28
Democratic Republic of Congo,COD,"Apr 26, 2020",28
Democratic Republic of Congo,COD,"Apr 27, 2020",28
Democratic Republic of Congo,COD,"Apr 28, 2020",30
Denmark,DNK,"Mar 16, 2020",1
Denmark,DNK,"Mar 17, 2020",1
Denmark,DNK,"Mar 18, 2020",4
Denmark,DNK,"Mar 19, 2020",4
Denmark,DNK,"Mar 20, 2020",6
Denmark,DNK,"Mar 21, 2020",9
Denmark,DNK,"Mar 22, 2020",13
Denmark,DNK,"Mar 23, 2020",13
Denmark,DNK,"Mar 24, 2020",24
Denmark,DNK,"Mar 25, 2020",32
Denmark,DNK,"Mar 26, 2020",34
Denmark,DNK,"Mar 27, 2020",41
Denmark,DNK,"Mar 28, 2020",52
Denmark,DNK,"Mar 29, 2020",65
Denmark,DNK,"Mar 30, 2020",72
Denmark,DNK,"Mar 31, 2020",77
Denmark,DNK,"Apr 1, 2020",90
Denmark,DNK,"Apr 2, 2020",104
Denmark,DNK,"Apr 3, 2020",123
Denmark,DNK,"Apr 4, 2020",139
Denmark,DNK,"Apr 5, 2020",161
Denmark,DNK,"Apr 6, 2020",179
Denmark,DNK,"Apr 7, 2020",187
Denmark,DNK,"Apr 8, 2020",203
Denmark,DNK,"Apr 9, 2020",218
Denmark,DNK,"Apr 10, 2020",237
Denmark,DNK,"Apr 11, 2020",247
Denmark,DNK,"Apr 12, 2020",260
Denmark,DNK,"Apr 13, 2020",273
Denmark,DNK,"Apr 14, 2020",285
Denmark,DNK,"Apr 15, 2020",299
Denmark,DNK,"Apr 16, 2020",309
Denmark,DNK,"Apr 17, 2020",321
Denmark,DNK,"Apr 18, 2020",336
Denmark,DNK,"Apr 19, 2020",346
Denmark,DNK,"Apr 20, 2020",355
Denmark,DNK,"Apr 21, 2020",364
Denmark,DNK,"Apr 22, 2020",370
Denmark,DNK,"Apr 23, 2020",384
Denmark,DNK,"Apr 24, 2020",394
Denmark,DNK,"Apr 25, 2020",403
Denmark,DNK,"Apr 26, 2020",418
Denmark,DNK,"Apr 27, 2020",422
Denmark,DNK,"Apr 28, 2020",427
Djibouti,DJI,"Apr 10, 2020",1
Djibouti,DJI,"Apr 11, 2020",1
Djibouti,DJI,"Apr 12, 2020",2
Djibouti,DJI,"Apr 13, 2020",2
Djibouti,DJI,"Apr 14, 2020",2
Djibouti,DJI,"Apr 15, 2020",2
Djibouti,DJI,"Apr 16, 2020",2
Djibouti,DJI,"Apr 17, 2020",2
Djibouti,DJI,"Apr 18, 2020",2
Djibouti,DJI,"Apr 19, 2020",2
Djibouti,DJI,"Apr 20, 2020",2
Djibouti,DJI,"Apr 21, 2020",2
Djibouti,DJI,"Apr 22, 2020",2
Djibouti,DJI,"Apr 23, 2020",2
Djibouti,DJI,"Apr 24, 2020",2
Djibouti,DJI,"Apr 25, 2020",2
Djibouti,DJI,"Apr 26, 2020",2
Djibouti,DJI,"Apr 27, 2020",2
Djibouti,DJI,"Apr 28, 2020",2
Dominican Republic,DOM,"Mar 21, 2020",2
Dominican Republic,DOM,"Mar 22, 2020",3
Dominican Republic,DOM,"Mar 23, 2020",3
Dominican Republic,DOM,"Mar 24, 2020",3
Dominican Republic,DOM,"Mar 25, 2020",6
Dominican Republic,DOM,"Mar 26, 2020",10
Dominican Republic,DOM,"Mar 27, 2020",10
Dominican Republic,DOM,"Mar 28, 2020",20
Dominican Republic,DOM,"Mar 29, 2020",28
Dominican Republic,DOM,"Mar 30, 2020",39
Dominican Republic,DOM,"Mar 31, 2020",42
Dominican Republic,DOM,"Apr 1, 2020",51
Dominican Republic,DOM,"Apr 2, 2020",57
Dominican Republic,DOM,"Apr 3, 2020",60
Dominican Republic,DOM,"Apr 4, 2020",68
Dominican Republic,DOM,"Apr 5, 2020",77
Dominican Republic,DOM,"Apr 6, 2020",82
Dominican Republic,DOM,"Apr 7, 2020",86
Dominican Republic,DOM,"Apr 8, 2020",98
Dominican Republic,DOM,"Apr 9, 2020",108
Dominican Republic,DOM,"Apr 10, 2020",118
Dominican Republic,DOM,"Apr 11, 2020",126
Dominican Republic,DOM,"Apr 12, 2020",135
Dominican Republic,DOM,"Apr 13, 2020",173
Dominican Republic,DOM,"Apr 14, 2020",177
Dominican Republic,DOM,"Apr 15, 2020",183
Dominican Republic,DOM,"Apr 16, 2020",189
Dominican Republic,DOM,"Apr 17, 2020",196
Dominican Republic,DOM,"Apr 18, 2020",200
Dominican Republic,DOM,"Apr 19, 2020",217
Dominican Republic,DOM,"Apr 20, 2020",226
Dominican Republic,DOM,"Apr 21, 2020",235
Dominican Republic,DOM,"Apr 22, 2020",245
Dominican Republic,DOM,"Apr 23, 2020",260
Dominican Republic,DOM,"Apr 24, 2020",265
Dominican Republic,DOM,"Apr 25, 2020",267
Dominican Republic,DOM,"Apr 26, 2020",273
Dominican Republic,DOM,"Apr 27, 2020",278
Dominican Republic,DOM,"Apr 28, 2020",278
Ecuador,ECU,"Mar 14, 2020",1
Ecuador,ECU,"Mar 15, 2020",2
Ecuador,ECU,"Mar 16, 2020",2
Ecuador,ECU,"Mar 17, 2020",2
Ecuador,ECU,"Mar 18, 2020",2
Ecuador,ECU,"Mar 19, 2020",3
Ecuador,ECU,"Mar 20, 2020",3
Ecuador,ECU,"Mar 21, 2020",7
Ecuador,ECU,"Mar 22, 2020",7
Ecuador,ECU,"Mar 23, 2020",14
Ecuador,ECU,"Mar 24, 2020",18
Ecuador,ECU,"Mar 25, 2020",27
Ecuador,ECU,"Mar 26, 2020",29
Ecuador,ECU,"Mar 27, 2020",34
Ecuador,ECU,"Mar 28, 2020",41
Ecuador,ECU,"Mar 29, 2020",48
Ecuador,ECU,"Mar 30, 2020",58
Ecuador,ECU,"Mar 31, 2020",62
Ecuador,ECU,"Apr 1, 2020",79
Ecuador,ECU,"Apr 2, 2020",120
Ecuador,ECU,"Apr 3, 2020",120
Ecuador,ECU,"Apr 4, 2020",145
Ecuador,ECU,"Apr 5, 2020",172
Ecuador,ECU,"Apr 6, 2020",180
Ecuador,ECU,"Apr 7, 2020",191
Ecuador,ECU,"Apr 8, 2020",220
Ecuador,ECU,"Apr 9, 2020",242
Ecuador,ECU,"Apr 10, 2020",272
Ecuador,ECU,"Apr 11, 2020",297
Ecuador,ECU,"Apr 12, 2020",315
Ecuador,ECU,"Apr 13, 2020",333
Ecuador,ECU,"Apr 14, 2020",355
Ecuador,ECU,"Apr 15, 2020",355
Ecuador,ECU,"Apr 16, 2020",388
Ecuador,ECU,"Apr 17, 2020",403
Ecuador,ECU,"Apr 18, 2020",421
Ecuador,ECU,"Apr 19, 2020",456
Ecuador,ECU,"Apr 20, 2020",474
Ecuador,ECU,"Apr 21, 2020",507
Ecuador,ECU,"Apr 22, 2020",520
Ecuador,ECU,"Apr 23, 2020",537
Ecuador,ECU,"Apr 24, 2020",560
Ecuador,ECU,"Apr 25, 2020",576
Ecuador,ECU,"Apr 26, 2020",576
Ecuador,ECU,"Apr 27, 2020",576
Ecuador,ECU,"Apr 28, 2020",663
Egypt,EGY,"Mar 9, 2020",1
Egypt,EGY,"Mar 10, 2020",1
Egypt,EGY,"Mar 11, 2020",1
Egypt,EGY,"Mar 12, 2020",1
Egypt,EGY,"Mar 13, 2020",2
Egypt,EGY,"Mar 14, 2020",2
Egypt,EGY,"Mar 15, 2020",2
Egypt,EGY,"Mar 16, 2020",2
Egypt,EGY,"Mar 17, 2020",2
Egypt,EGY,"Mar 18, 2020",4
Egypt,EGY,"Mar 19, 2020",6
Egypt,EGY,"Mar 20, 2020",6
Egypt,EGY,"Mar 21, 2020",7
Egypt,EGY,"Mar 22, 2020",8
Egypt,EGY,"Mar 23, 2020",10
Egypt,EGY,"Mar 24, 2020",14
Egypt,EGY,"Mar 25, 2020",19
Egypt,EGY,"Mar 26, 2020",21
Egypt,EGY,"Mar 27, 2020",21
Egypt,EGY,"Mar 28, 2020",24
Egypt,EGY,"Mar 29, 2020",30
Egypt,EGY,"Mar 30, 2020",36
Egypt,EGY,"Mar 31, 2020",40
Egypt,EGY,"Apr 1, 2020",41
Egypt,EGY,"Apr 2, 2020",46
Egypt,EGY,"Apr 3, 2020",52
Egypt,EGY,"Apr 4, 2020",52
Egypt,EGY,"Apr 5, 2020",66
Egypt,EGY,"Apr 6, 2020",71
Egypt,EGY,"Apr 7, 2020",78
Egypt,EGY,"Apr 8, 2020",85
Egypt,EGY,"Apr 9, 2020",103
Egypt,EGY,"Apr 10, 2020",118
Egypt,EGY,"Apr 11, 2020",135
Egypt,EGY,"Apr 12, 2020",146
Egypt,EGY,"Apr 13, 2020",159
Egypt,EGY,"Apr 14, 2020",164
Egypt,EGY,"Apr 15, 2020",178
Egypt,EGY,"Apr 16, 2020",183
Egypt,EGY,"Apr 17, 2020",196
Egypt,EGY,"Apr 18, 2020",205
Egypt,EGY,"Apr 19, 2020",224
Egypt,EGY,"Apr 20, 2020",239
Egypt,EGY,"Apr 21, 2020",250
Egypt,EGY,"Apr 22, 2020",264
Egypt,EGY,"Apr 23, 2020",264
Egypt,EGY,"Apr 24, 2020",276
Egypt,EGY,"Apr 25, 2020",294
Egypt,EGY,"Apr 26, 2020",307
Egypt,EGY,"Apr 27, 2020",307
Egypt,EGY,"Apr 28, 2020",337
El Salvador,SLV,"Apr 1, 2020",1
El Salvador,SLV,"Apr 2, 2020",2
El Salvador,SLV,"Apr 3, 2020",2
El Salvador,SLV,"Apr 4, 2020",3
El Salvador,SLV,"Apr 5, 2020",3
El Salvador,SLV,"Apr 6, 2020",3
El Salvador,SLV,"Apr 7, 2020",4
El Salvador,SLV,"Apr 8, 2020",4
El Salvador,SLV,"Apr 9, 2020",5
El Salvador,SLV,"Apr 10, 2020",6
El Salvador,SLV,"Apr 11, 2020",6
El Salvador,SLV,"Apr 12, 2020",6
El Salvador,SLV,"Apr 13, 2020",6
El Salvador,SLV,"Apr 14, 2020",6
El Salvador,SLV,"Apr 15, 2020",6
El Salvador,SLV,"Apr 16, 2020",6
El Salvador,SLV,"Apr 17, 2020",6
El Salvador,SLV,"Apr 18, 2020",7
El Salvador,SLV,"Apr 19, 2020",7
El Salvador,SLV,"Apr 20, 2020",7
El Salvador,SLV,"Apr 21, 2020",7
El Salvador,SLV,"Apr 22, 2020",7
El Salvador,SLV,"Apr 23, 2020",8
El Salvador,SLV,"Apr 24, 2020",8
El Salvador,SLV,"Apr 25, 2020",8
El Salvador,SLV,"Apr 26, 2020",8
El Salvador,SLV,"Apr 27, 2020",8
El Salvador,SLV,"Apr 28, 2020",8
Equatorial Guinea,GNQ,"Apr 24, 2020",1
Equatorial Guinea,GNQ,"Apr 25, 2020",1
Equatorial Guinea,GNQ,"Apr 26, 2020",1
Equatorial Guinea,GNQ,"Apr 27, 2020",1
Equatorial Guinea,GNQ,"Apr 28, 2020",1
Estonia,EST,"Mar 26, 2020",1
Estonia,EST,"Mar 27, 2020",1
Estonia,EST,"Mar 28, 2020",1
Estonia,EST,"Mar 29, 2020",1
Estonia,EST,"Mar 30, 2020",3
Estonia,EST,"Mar 31, 2020",3
Estonia,EST,"Apr 1, 2020",4
Estonia,EST,"Apr 2, 2020",5
Estonia,EST,"Apr 3, 2020",11
Estonia,EST,"Apr 4, 2020",12
Estonia,EST,"Apr 5, 2020",13
Estonia,EST,"Apr 6, 2020",15
Estonia,EST,"Apr 7, 2020",19
Estonia,EST,"Apr 8, 2020",21
Estonia,EST,"Apr 9, 2020",24
Estonia,EST,"Apr 10, 2020",24
Estonia,EST,"Apr 11, 2020",24
Estonia,EST,"Apr 12, 2020",24
Estonia,EST,"Apr 13, 2020",25
Estonia,EST,"Apr 14, 2020",28
Estonia,EST,"Apr 15, 2020",31
Estonia,EST,"Apr 16, 2020",35
Estonia,EST,"Apr 17, 2020",36
Estonia,EST,"Apr 18, 2020",38
Estonia,EST,"Apr 19, 2020",38
Estonia,EST,"Apr 20, 2020",40
Estonia,EST,"Apr 21, 2020",40
Estonia,EST,"Apr 22, 2020",43
Estonia,EST,"Apr 23, 2020",44
Estonia,EST,"Apr 24, 2020",45
Estonia,EST,"Apr 25, 2020",46
Estonia,EST,"Apr 26, 2020",46
Estonia,EST,"Apr 27, 2020",49
Estonia,EST,"Apr 28, 2020",50
Ethiopia,ETH,"Apr 6, 2020",2
Ethiopia,ETH,"Apr 7, 2020",2
Ethiopia,ETH,"Apr 8, 2020",2
Ethiopia,ETH,"Apr 9, 2020",2
Ethiopia,ETH,"Apr 10, 2020",2
Ethiopia,ETH,"Apr 11, 2020",2
Ethiopia,ETH,"Apr 12, 2020",3
Ethiopia,ETH,"Apr 13, 2020",3
Ethiopia,ETH,"Apr 14, 2020",3
Ethiopia,ETH,"Apr 15, 2020",3
Ethiopia,ETH,"Apr 16, 2020",3
Ethiopia,ETH,"Apr 17, 2020",3
Ethiopia,ETH,"Apr 18, 2020",3
Ethiopia,ETH,"Apr 19, 2020",3
Ethiopia,ETH,"Apr 20, 2020",3
Ethiopia,ETH,"Apr 21, 2020",3
Ethiopia,ETH,"Apr 22, 2020",3
Ethiopia,ETH,"Apr 23, 2020",3
Ethiopia,ETH,"Apr 24, 2020",3
Ethiopia,ETH,"Apr 25, 2020",3
Ethiopia,ETH,"Apr 26, 2020",3
Ethiopia,ETH,"Apr 27, 2020",3
Ethiopia,ETH,"Apr 28, 2020",3
Europe,,"Feb 15, 2020",1
Europe,,"Feb 16, 2020",1
Europe,,"Feb 17, 2020",1
Europe,,"Feb 18, 2020",1
Europe,,"Feb 19, 2020",1
Europe,,"Feb 20, 2020",1
Europe,,"Feb 21, 2020",1
Europe,,"Feb 22, 2020",1
Europe,,"Feb 23, 2020",3
Europe,,"Feb 24, 2020",3
Europe,,"Feb 25, 2020",7
Europe,,"Feb 26, 2020",12
Europe,,"Feb 27, 2020",14
Europe,,"Feb 28, 2020",19
Europe,,"Feb 29, 2020",23
Europe,,"Mar 1, 2020",31
Europe,,"Mar 2, 2020",38
Europe,,"Mar 3, 2020",56
Europe,,"Mar 4, 2020",85
Europe,,"Mar 5, 2020",113
Europe,,"Mar 6, 2020",161
Europe,,"Mar 7, 2020",215
Europe,,"Mar 8, 2020",253
Europe,,"Mar 9, 2020",399
Europe,,"Mar 10, 2020",536
Europe,,"Mar 11, 2020",716
Europe,,"Mar 12, 2020",951
Europe,,"Mar 13, 2020",1201
Europe,,"Mar 14, 2020",1513
Europe,,"Mar 15, 2020",1744
Europe,,"Mar 16, 2020",2337
Europe,,"Mar 17, 2020",2764
Europe,,"Mar 18, 2020",3359
Europe,,"Mar 19, 2020",4089
Europe,,"Mar 20, 2020",4936
Europe,,"Mar 21, 2020",5988
Europe,,"Mar 22, 2020",7402
Europe,,"Mar 23, 2020",8711
Europe,,"Mar 24, 2020",10148
Europe,,"Mar 25, 2020",11932
Europe,,"Mar 26, 2020",13875
Europe,,"Mar 27, 2020",16009
Europe,,"Mar 28, 2020",18628
Europe,,"Mar 29, 2020",21292
Europe,,"Mar 30, 2020",23806
Europe,,"Mar 31, 2020",26506
Europe,,"Apr 1, 2020",29862
Europe,,"Apr 2, 2020",33311
Europe,,"Apr 3, 2020",36630
Europe,,"Apr 4, 2020",41739
Europe,,"Apr 5, 2020",45744
Europe,,"Apr 6, 2020",48689
Europe,,"Apr 7, 2020",51957
Europe,,"Apr 8, 2020",56819
Europe,,"Apr 9, 2020",60595
Europe,,"Apr 10, 2020",65180
Europe,,"Apr 11, 2020",69429
Europe,,"Apr 12, 2020",72980
Europe,,"Apr 13, 2020",76063
Europe,,"Apr 14, 2020",79222
Europe,,"Apr 15, 2020",83236
Europe,,"Apr 16, 2020",87918
Europe,,"Apr 17, 2020",91968
Europe,,"Apr 18, 2020",95770
Europe,,"Apr 19, 2020",99216
Europe,,"Apr 20, 2020",101758
Europe,,"Apr 21, 2020",104360
Europe,,"Apr 22, 2020",107836
Europe,,"Apr 23, 2020",111128
Europe,,"Apr 24, 2020",114099
Europe,,"Apr 25, 2020",116991
Europe,,"Apr 26, 2020",119914
Europe,,"Apr 27, 2020",121416
Europe,,"Apr 28, 2020",123167
European Union,,"Feb 15, 2020",1
European Union,,"Feb 16, 2020",1
European Union,,"Feb 17, 2020",1
European Union,,"Feb 18, 2020",1
European Union,,"Feb 19, 2020",1
European Union,,"Feb 20, 2020",1
European Union,,"Feb 21, 2020",1
European Union,,"Feb 22, 2020",1
European Union,,"Feb 23, 2020",3
European Union,,"Feb 24, 2020",3
European Union,,"Feb 25, 2020",7
European Union,,"Feb 26, 2020",12
European Union,,"Feb 27, 2020",14
European Union,,"Feb 28, 2020",19
European Union,,"Feb 29, 2020",23
European Union,,"Mar 1, 2020",31
European Union,,"Mar 2, 2020",37
European Union,,"Mar 3, 2020",55
European Union,,"Mar 4, 2020",84
European Union,,"Mar 5, 2020",112
European Union,,"Mar 6, 2020",159
European Union,,"Mar 7, 2020",213
European Union,,"Mar 8, 2020",251
European Union,,"Mar 9, 2020",396
European Union,,"Mar 10, 2020",532
European Union,,"Mar 11, 2020",711
European Union,,"Mar 12, 2020",943
European Union,,"Mar 13, 2020",1190
European Union,,"Mar 14, 2020",1499
European Union,,"Mar 15, 2020",1726
European Union,,"Mar 16, 2020",2315
European Union,,"Mar 17, 2020",2737
European Union,,"Mar 18, 2020",3325
European Union,,"Mar 19, 2020",4046
European Union,,"Mar 20, 2020",4877
European Union,,"Mar 21, 2020",5916
European Union,,"Mar 22, 2020",7310
European Union,,"Mar 23, 2020",8613
European Union,,"Mar 24, 2020",10039
European Union,,"Mar 25, 2020",11798
European Union,,"Mar 26, 2020",13719
European Union,,"Mar 27, 2020",15782
European Union,,"Mar 28, 2020",18354
European Union,,"Mar 29, 2020",20962
European Union,,"Mar 30, 2020",23437
European Union,,"Mar 31, 2020",26083
European Union,,"Apr 1, 2020",29324
European Union,,"Apr 2, 2020",32745
European Union,,"Apr 3, 2020",35966
European Union,,"Apr 4, 2020",40996
European Union,,"Apr 5, 2020",44900
European Union,,"Apr 6, 2020",47792
European Union,,"Apr 7, 2020",50993
European Union,,"Apr 8, 2020",55750
European Union,,"Apr 9, 2020",59421
European Union,,"Apr 10, 2020",63915
European Union,,"Apr 11, 2020",68068
European Union,,"Apr 12, 2020",71557
European Union,,"Apr 13, 2020",74559
European Union,,"Apr 14, 2020",77661
European Union,,"Apr 15, 2020",81564
European Union,,"Apr 16, 2020",86101
European Union,,"Apr 17, 2020",90028
European Union,,"Apr 18, 2020",93717
European Union,,"Apr 19, 2020",97031
European Union,,"Apr 20, 2020",99467
European Union,,"Apr 21, 2020",101983
European Union,,"Apr 22, 2020",105325
European Union,,"Apr 23, 2020",108483
European Union,,"Apr 24, 2020",111328
European Union,,"Apr 25, 2020",114076
European Union,,"Apr 26, 2020",116879
European Union,,"Apr 27, 2020",118275
European Union,,"Apr 28, 2020",119940
Finland,FIN,"Mar 22, 2020",1
Finland,FIN,"Mar 23, 2020",1
Finland,FIN,"Mar 24, 2020",1
Finland,FIN,"Mar 25, 2020",1
Finland,FIN,"Mar 26, 2020",3
Finland,FIN,"Mar 27, 2020",4
Finland,FIN,"Mar 28, 2020",7
Finland,FIN,"Mar 29, 2020",9
Finland,FIN,"Mar 30, 2020",11
Finland,FIN,"Mar 31, 2020",13
Finland,FIN,"Apr 1, 2020",17
Finland,FIN,"Apr 2, 2020",17
Finland,FIN,"Apr 3, 2020",19
Finland,FIN,"Apr 4, 2020",20
Finland,FIN,"Apr 5, 2020",25
Finland,FIN,"Apr 6, 2020",27
Finland,FIN,"Apr 7, 2020",27
Finland,FIN,"Apr 8, 2020",34
Finland,FIN,"Apr 9, 2020",40
Finland,FIN,"Apr 10, 2020",42
Finland,FIN,"Apr 11, 2020",48
Finland,FIN,"Apr 12, 2020",49
Finland,FIN,"Apr 13, 2020",56
Finland,FIN,"Apr 14, 2020",59
Finland,FIN,"Apr 15, 2020",64
Finland,FIN,"Apr 16, 2020",72
Finland,FIN,"Apr 17, 2020",75
Finland,FIN,"Apr 18, 2020",82
Finland,FIN,"Apr 19, 2020",90
Finland,FIN,"Apr 20, 2020",94
Finland,FIN,"Apr 21, 2020",98
Finland,FIN,"Apr 22, 2020",141
Finland,FIN,"Apr 23, 2020",149
Finland,FIN,"Apr 24, 2020",172
Finland,FIN,"Apr 25, 2020",177
Finland,FIN,"Apr 26, 2020",186
Finland,FIN,"Apr 27, 2020",190
Finland,FIN,"Apr 28, 2020",193
France,FRA,"Feb 15, 2020",1
France,FRA,"Feb 16, 2020",1
France,FRA,"Feb 17, 2020",1
France,FRA,"Feb 18, 2020",1
France,FRA,"Feb 19, 2020",1
France,FRA,"Feb 20, 2020",1
France,FRA,"Feb 21, 2020",1
France,FRA,"Feb 22, 2020",1
France,FRA,"Feb 23, 2020",1
France,FRA,"Feb 24, 2020",1
France,FRA,"Feb 25, 2020",1
France,FRA,"Feb 26, 2020",1
France,FRA,"Feb 27, 2020",2
France,FRA,"Feb 28, 2020",2
France,FRA,"Feb 29, 2020",2
France,FRA,"Mar 1, 2020",2
France,FRA,"Mar 2, 2020",2
France,FRA,"Mar 3, 2020",3
France,FRA,"Mar 4, 2020",4
France,FRA,"Mar 5, 2020",4
France,FRA,"Mar 6, 2020",7
France,FRA,"Mar 7, 2020",9
France,FRA,"Mar 8, 2020",10
France,FRA,"Mar 9, 2020",19
France,FRA,"Mar 10, 2020",30
France,FRA,"Mar 11, 2020",33
France,FRA,"Mar 12, 2020",48
France,FRA,"Mar 13, 2020",61
France,FRA,"Mar 14, 2020",79
France,FRA,"Mar 15, 2020",91
France,FRA,"Mar 16, 2020",127
France,FRA,"Mar 17, 2020",148
France,FRA,"Mar 18, 2020",175
France,FRA,"Mar 19, 2020",244
France,FRA,"Mar 20, 2020",372
France,FRA,"Mar 21, 2020",450
France,FRA,"Mar 22, 2020",562
France,FRA,"Mar 23, 2020",674
France,FRA,"Mar 24, 2020",860
France,FRA,"Mar 25, 2020",1100
France,FRA,"Mar 26, 2020",1331
France,FRA,"Mar 27, 2020",1696
France,FRA,"Mar 28, 2020",1995
France,FRA,"Mar 29, 2020",2314
France,FRA,"Mar 30, 2020",2606
France,FRA,"Mar 31, 2020",3024
France,FRA,"Apr 1, 2020",3523
France,FRA,"Apr 2, 2020",4032
France,FRA,"Apr 3, 2020",4503
France,FRA,"Apr 4, 2020",6507
France,FRA,"Apr 5, 2020",7560
France,FRA,"Apr 6, 2020",8078
France,FRA,"Apr 7, 2020",8911
France,FRA,"Apr 8, 2020",10328
France,FRA,"Apr 9, 2020",10869
France,FRA,"Apr 10, 2020",12210
France,FRA,"Apr 11, 2020",13197
France,FRA,"Apr 12, 2020",13832
France,FRA,"Apr 13, 2020",14393
France,FRA,"Apr 14, 2020",14967
France,FRA,"Apr 15, 2020",15729
France,FRA,"Apr 16, 2020",17167
France,FRA,"Apr 17, 2020",17920
France,FRA,"Apr 18, 2020",18681
France,FRA,"Apr 19, 2020",19323
France,FRA,"Apr 20, 2020",19718
France,FRA,"Apr 21, 2020",20265
France,FRA,"Apr 22, 2020",20796
France,FRA,"Apr 23, 2020",21340
France,FRA,"Apr 24, 2020",21856
France,FRA,"Apr 25, 2020",22245
France,FRA,"Apr 26, 2020",22614
France,FRA,"Apr 27, 2020",22856
France,FRA,"Apr 28, 2020",23293
Gabon,GAB,"Mar 21, 2020",1
Gabon,GAB,"Mar 22, 2020",1
Gabon,GAB,"Mar 23, 2020",1
Gabon,GAB,"Mar 24, 2020",1
Gabon,GAB,"Mar 25, 2020",1
Gabon,GAB,"Mar 26, 2020",1
Gabon,GAB,"Mar 27, 2020",1
Gabon,GAB,"Mar 28, 2020",1
Gabon,GAB,"Mar 29, 2020",1
Gabon,GAB,"Mar 30, 2020",1
Gabon,GAB,"Mar 31, 2020",1
Gabon,GAB,"Apr 1, 2020",1
Gabon,GAB,"Apr 2, 2020",1
Gabon,GAB,"Apr 3, 2020",1
Gabon,GAB,"Apr 4, 2020",1
Gabon,GAB,"Apr 5, 2020",1
Gabon,GAB,"Apr 6, 2020",1
Gabon,GAB,"Apr 7, 2020",1
Gabon,GAB,"Apr 8, 2020",1
Gabon,GAB,"Apr 9, 2020",1
Gabon,GAB,"Apr 10, 2020",1
Gabon,GAB,"Apr 11, 2020",1
Gabon,GAB,"Apr 12, 2020",1
Gabon,GAB,"Apr 13, 2020",1
Gabon,GAB,"Apr 14, 2020",1
Gabon,GAB,"Apr 15, 2020",1
Gabon,GAB,"Apr 16, 2020",1
Gabon,GAB,"Apr 17, 2020",1
Gabon,GAB,"Apr 18, 2020",1
Gabon,GAB,"Apr 19, 2020",1
Gabon,GAB,"Apr 20, 2020",1
Gabon,GAB,"Apr 21, 2020",1
Gabon,GAB,"Apr 22, 2020",1
Gabon,GAB,"Apr 23, 2020",1
Gabon,GAB,"Apr 24, 2020",2
Gabon,GAB,"Apr 25, 2020",3
Gabon,GAB,"Apr 26, 2020",3
Gabon,GAB,"Apr 27, 2020",3
Gabon,GAB,"Apr 28, 2020",3
Gambia,GMB,"Mar 24, 2020",1
Gambia,GMB,"Mar 25, 2020",1
Gambia,GMB,"Mar 26, 2020",1
Gambia,GMB,"Mar 27, 2020",1
Gambia,GMB,"Mar 28, 2020",1
Gambia,GMB,"Mar 29, 2020",1
Gambia,GMB,"Mar 30, 2020",1
Gambia,GMB,"Mar 31, 2020",1
Gambia,GMB,"Apr 1, 2020",1
Gambia,GMB,"Apr 2, 2020",1
Gambia,GMB,"Apr 3, 2020",1
Gambia,GMB,"Apr 4, 2020",1
Gambia,GMB,"Apr 5, 2020",1
Gambia,GMB,"Apr 6, 2020",1
Gambia,GMB,"Apr 7, 2020",1
Gambia,GMB,"Apr 8, 2020",1
Gambia,GMB,"Apr 9, 2020",1
Gambia,GMB,"Apr 10, 2020",1
Gambia,GMB,"Apr 11, 2020",1
Gambia,GMB,"Apr 12, 2020",1
Gambia,GMB,"Apr 13, 2020",1
Gambia,GMB,"Apr 14, 2020",1
Gambia,GMB,"Apr 15, 2020",1
Gambia,GMB,"Apr 16, 2020",1
Gambia,GMB,"Apr 17, 2020",1
Gambia,GMB,"Apr 18, 2020",1
Gambia,GMB,"Apr 19, 2020",1
Gambia,GMB,"Apr 20, 2020",1
Gambia,GMB,"Apr 21, 2020",1
Gambia,GMB,"Apr 22, 2020",1
Gambia,GMB,"Apr 23, 2020",1
Gambia,GMB,"Apr 24, 2020",1
Gambia,GMB,"Apr 25, 2020",1
Gambia,GMB,"Apr 26, 2020",1
Gambia,GMB,"Apr 27, 2020",1
Gambia,GMB,"Apr 28, 2020",1
Georgia,GEO,"Apr 6, 2020",2
Georgia,GEO,"Apr 7, 2020",2
Georgia,GEO,"Apr 8, 2020",3
Georgia,GEO,"Apr 9, 2020",3
Georgia,GEO,"Apr 10, 2020",3
Georgia,GEO,"Apr 11, 2020",3
